[3, 27, 50]
0 24 16.0
1 32 2.0
1 0 9.0
2 3 73.0
2 1 6.0
3 71 94.0
3 4 38.0
3 78 42.0
5 61 7.0
5 66 10.0
5 2 22.0
6 33 1.0
6 5 2.0
7 72 20.0
7 6 3.0
8 68 4.0
8 7 4.0
9 12 11.0
9 8 9.0
12 79 39.0
10 76 10.0
10 9 4.0
11 17 6.0
11 10 1.0
13 38 6.0
13 11 2.0
14 69 16.0
14 13 1.0
15 74 2.0
15 14 1.0
16 56 2.0
16 15 1.0
18 34 11.0
18 16 1.0
19 62 17.0
19 18 8.0
20 53 4.0
20 19 17.0
21 30 8.0
21 20 13.0
22 67 21.0
22 21 9.0
23 25 1.0
23 22 22.0
26 47 2.0
26 23 4.0
27 70 47.0
27 28 90.0
27 29 72.0
27 31 69.0
27 26 88.0
35 39 9.0
35 27 10.0
36 43 2.0
36 35 1.0
37 46 15.0
37 36 19.0
40 41 16.0
40 37 18.0
42 75 4.0
42 40 1.0
44 45 21.0
44 42 1.0
45 73 30.0
48 49 1.0
48 44 4.0
50 51 48.0
50 52 76.0
50 63 56.0
50 54 30.0
50 48 34.0
55 65 5.0
55 50 67.0
57 58 26.0
57 55 29.0
59 60 10.0
59 57 16.0
64 77 49.0
64 59 32.0
