[19, 5, 8]
0 72 25.0
0 33 27.0
1 11 5.0
1 0 27.0
2 19 4.0
2 1 1.0
19 20 48.0
19 43 93.0
19 45 25.0
3 78 6.0
3 2 9.0
4 66 33.0
4 10 23.0
4 24 39.0
4 3 7.0
5 52 13.0
5 7 24.0
5 67 79.0
5 20 70.0
6 50 30.0
6 4 16.0
8 53 14.0
8 23 4.0
8 35 53.0
8 9 48.0
8 6 91.0
12 21 30.0
12 25 15.0
12 8 46.0
13 30 10.0
13 12 9.0
14 53 2.0
15 54 6.0
15 13 2.0
16 68 49.0
16 51 16.0
16 15 40.0
17 44 1.0
17 16 16.0
18 57 3.0
18 17 24.0
22 26 25.0
22 71 26.0
22 18 39.0
27 28 14.0
27 22 31.0
29 31 2.0
29 27 1.0
32 58 1.0
32 45 55.0
34 36 11.0
34 37 48.0
34 29 14.0
38 46 23.0
38 34 41.0
39 49 39.0
39 38 4.0
49 55 6.0
40 41 12.0
40 39 23.0
42 58 5.0
42 47 2.0
47 48 28.0
56 58 30.0
56 59 21.0
60 61 9.0
60 40 12.0
62 63 32.0
62 77 46.0
62 69 12.0
62 60 78.0
64 65 13.0
64 62 33.0
70 71 8.0
73 74 28.0
73 64 21.0
75 76 53.0
75 78 2.0
75 79 33.0
