[44, 51, 24]
0 30 3.0
1 2 9.0
1 0 5.0
3 66 1.0
3 1 3.0
4 67 5.0
4 3 3.0
5 74 2.0
5 4 8.0
6 39 4.0
6 5 1.0
7 35 3.0
7 6 9.0
8 36 7.0
8 7 3.0
9 19 15.0
9 8 1.0
10 22 29.0
10 61 22.0
10 44 85.0
10 9 63.0
44 78 79.0
11 12 2.0
11 10 56.0
13 40 4.0
13 11 3.0
14 31 3.0
14 13 1.0
15 63 17.0
15 14 2.0
16 45 3.0
16 15 1.0
17 50 18.0
17 16 3.0
18 20 29.0
18 17 1.0
20 52 37.0
21 37 5.0
21 18 3.0
23 25 1.0
23 21 6.0
24 32 16.0
24 69 23.0
24 33 98.0
24 44 4.0
33 42 2.0
26 41 47.0
26 46 12.0
26 23 32.0
27 28 3.0
27 26 10.0
29 68 26.0
29 27 29.0
34 38 16.0
34 29 15.0
43 44 80.0
47 48 9.0
47 34 12.0
49 51 43.0
49 47 8.0
51 53 86.0
51 54 48.0
51 79 33.0
55 70 28.0
55 49 9.0
56 57 14.0
56 58 4.0
58 70 7.0
59 60 19.0
59 55 7.0
62 64 33.0
62 59 8.0
64 65 2.0
64 71 41.0
71 72 22.0
73 75 7.0
73 62 3.0
76 77 5.0
76 73 8.0
