[51, 57, 31]
0 29 5.0
1 3 37.0
1 0 5.0
3 53 41.0
2 15 5.0
2 1 2.0
4 5 36.0
4 33 17.0
4 2 18.0
33 34 17.0
33 39 19.0
6 46 19.0
6 4 24.0
7 40 6.0
7 6 11.0
8 43 8.0
8 7 4.0
9 44 32.0
9 16 17.0
9 8 12.0
10 52 2.0
10 9 8.0
11 21 26.0
11 10 1.0
12 61 40.0
12 54 23.0
12 27 66.0
12 11 70.0
13 72 42.0
13 14 16.0
13 12 76.0
72 73 46.0
14 17 29.0
18 19 28.0
18 13 32.0
19 66 12.0
20 22 23.0
20 18 3.0
23 28 13.0
23 20 20.0
24 58 11.0
24 23 29.0
25 30 16.0
25 24 26.0
26 31 10.0
26 25 22.0
31 32 35.0
31 47 15.0
31 70 27.0
35 77 4.0
35 26 4.0
36 75 22.0
36 35 11.0
37 53 40.0
37 68 19.0
38 41 26.0
38 56 30.0
38 36 17.0
41 49 2.0
42 45 6.0
42 38 35.0
48 50 1.0
48 42 4.0
51 57 91.0
51 54 63.0
51 69 78.0
51 55 75.0
57 59 72.0
57 60 35.0
57 62 32.0
69 71 15.0
59 63 12.0
59 64 38.0
63 65 25.0
63 67 5.0
65 67 55.0
67 69 74.0
74 76 14.0
74 48 8.0
78 79 17.0
78 74 5.0
