[22, 10, 15]
0 22 40.0
0 31 38.0
22 62 37.0
22 42 85.0
1 45 3.0
1 0 1.0
2 65 1.0
2 1 1.0
3 21 45.0
3 40 1.0
3 5 40.0
3 2 66.0
4 33 9.0
4 3 40.0
6 50 2.0
6 4 1.0
7 69 67.0
7 26 1.0
7 6 23.0
69 78 5.0
8 33 32.0
8 48 22.0
9 31 7.0
10 49 10.0
10 11 100.0
10 55 1.0
10 12 10.0
10 7 98.0
13 76 22.0
13 18 51.0
13 14 45.0
76 78 8.0
76 79 23.0
15 68 57.0
15 37 73.0
15 77 14.0
15 67 17.0
15 10 10.0
16 41 10.0
16 56 41.0
41 50 48.0
41 43 12.0
17 19 38.0
17 72 40.0
17 15 84.0
20 22 19.0
23 42 10.0
24 46 18.0
24 25 38.0
24 17 39.0
27 28 5.0
27 29 35.0
27 24 37.0
28 29 6.0
29 51 66.0
30 75 50.0
30 27 2.0
32 34 14.0
32 30 16.0
35 36 4.0
36 38 28.0
38 49 16.0
39 40 19.0
39 66 2.0
44 68 15.0
47 51 56.0
52 71 52.0
52 32 1.0
53 54 40.0
53 55 2.0
54 57 13.0
54 58 64.0
58 59 63.0
58 60 58.0
61 63 13.0
61 64 47.0
64 69 50.0
70 71 6.0
73 74 21.0
74 75 56.0
