[21, 18, 53]
0 72 4.0
1 74 6.0
1 0 11.0
2 23 7.0
2 1 15.0
3 60 11.0
3 2 14.0
4 51 6.0
4 3 21.0
5 9 24.0
5 76 30.0
5 4 14.0
6 7 5.0
6 5 41.0
8 69 20.0
8 6 17.0
10 58 19.0
10 8 9.0
58 63 53.0
11 22 4.0
11 10 25.0
12 24 6.0
12 11 1.0
13 19 1.0
13 12 14.0
14 41 31.0
14 13 24.0
41 43 25.0
15 64 6.0
15 66 38.0
15 14 22.0
64 65 12.0
16 70 9.0
16 15 31.0
17 62 5.0
17 16 6.0
18 33 33.0
18 55 97.0
18 73 32.0
18 20 37.0
18 17 62.0
21 25 30.0
21 26 92.0
21 28 92.0
21 57 16.0
57 58 21.0
27 59 6.0
27 18 36.0
29 61 14.0
29 27 17.0
30 42 2.0
30 29 5.0
31 52 10.0
31 30 14.0
32 33 37.0
34 35 13.0
34 31 6.0
36 37 18.0
36 34 16.0
37 38 22.0
37 49 29.0
39 40 5.0
39 36 1.0
44 75 16.0
44 39 25.0
45 56 16.0
45 46 28.0
47 48 39.0
47 44 26.0
48 77 25.0
50 53 89.0
53 54 47.0
53 56 17.0
53 57 69.0
67 68 29.0
67 47 15.0
68 71 22.0
78 79 1.0
78 67 5.0
