[55, 19, 15]
0 29 16.0
1 22 3.0
1 10 31.0
1 0 28.0
2 5 49.0
2 1 7.0
5 15 49.0
3 14 7.0
3 2 12.0
4 7 26.0
4 3 9.0
15 61 40.0
15 18 91.0
15 63 1.0
6 72 57.0
6 75 26.0
6 4 35.0
8 32 7.0
8 6 53.0
9 10 5.0
11 25 1.0
11 8 5.0
12 27 4.0
12 11 1.0
13 34 9.0
13 12 2.0
18 19 81.0
16 51 1.0
16 13 18.0
17 21 8.0
21 55 77.0
19 39 71.0
19 64 21.0
19 20 73.0
55 61 69.0
55 58 99.0
23 67 22.0
23 16 19.0
24 26 16.0
24 23 26.0
28 52 1.0
28 30 26.0
28 24 37.0
31 33 15.0
31 28 38.0
33 73 7.0
35 76 38.0
35 65 9.0
35 31 32.0
36 56 59.0
36 40 55.0
36 35 36.0
37 62 62.0
62 66 21.0
38 41 20.0
38 68 5.0
38 36 36.0
41 42 29.0
43 77 7.0
43 38 1.0
44 78 19.0
44 45 40.0
44 43 60.0
46 54 11.0
46 44 16.0
47 48 2.0
47 46 1.0
49 57 1.0
49 47 3.0
50 53 17.0
53 55 67.0
59 60 1.0
59 61 61.0
59 62 9.0
66 79 14.0
66 69 69.0
70 71 17.0
70 49 28.0
74 70 5.0
