[20, 5, 16]
0 43 1.0
1 59 34.0
1 0 8.0
2 12 36.0
2 31 16.0
2 1 14.0
3 52 13.0
3 2 8.0
4 5 64.0
4 3 3.0
5 13 92.0
5 51 59.0
5 17 74.0
6 50 7.0
6 4 1.0
7 65 18.0
7 47 13.0
7 6 18.0
8 64 19.0
8 57 45.0
8 11 9.0
8 7 62.0
9 60 45.0
9 15 44.0
9 8 69.0
10 53 13.0
10 9 29.0
14 59 22.0
16 55 37.0
16 18 95.0
16 19 47.0
16 61 98.0
16 10 61.0
20 56 14.0
20 32 3.0
20 62 52.0
20 21 72.0
20 16 5.0
22 39 1.0
22 20 34.0
23 48 1.0
23 22 4.0
24 25 20.0
24 23 5.0
25 42 16.0
26 27 13.0
26 24 10.0
28 29 6.0
28 26 18.0
29 44 29.0
30 33 68.0
30 49 33.0
30 34 76.0
30 28 22.0
35 68 23.0
35 30 19.0
68 69 21.0
68 70 59.0
36 58 4.0
36 35 3.0
37 38 12.0
37 36 19.0
40 63 35.0
40 41 14.0
40 37 36.0
45 46 37.0
46 69 45.0
54 71 1.0
54 40 16.0
66 67 14.0
66 54 9.0
72 73 3.0
72 66 1.0
74 75 7.0
74 72 10.0
76 77 7.0
76 74 17.0
78 79 3.0
78 76 9.0
