[43, 63, 30]
0 17 52.0
0 57 10.0
0 44 8.0
1 4 51.0
1 2 55.0
1 5 9.0
1 0 33.0
2 66 55.0
5 52 37.0
3 50 4.0
3 1 43.0
6 31 7.0
6 70 23.0
6 3 20.0
7 54 4.0
7 6 35.0
8 25 1.0
8 7 1.0
9 74 16.0
9 8 3.0
10 13 6.0
10 9 19.0
11 66 49.0
12 36 2.0
12 34 22.0
12 10 5.0
14 63 24.0
14 56 1.0
63 75 13.0
63 64 54.0
63 66 34.0
15 55 12.0
15 12 8.0
16 29 27.0
16 15 24.0
18 21 11.0
18 33 7.0
18 16 39.0
19 20 43.0
19 22 19.0
19 65 44.0
19 18 68.0
23 34 29.0
24 26 15.0
24 19 65.0
27 59 1.0
27 24 1.0
28 58 30.0
28 30 12.0
28 27 32.0
30 48 59.0
30 32 76.0
30 49 12.0
35 36 4.0
37 71 7.0
37 28 10.0
38 39 13.0
38 37 15.0
40 78 14.0
40 67 31.0
40 38 25.0
41 42 14.0
41 40 15.0
43 44 66.0
43 62 74.0
43 45 87.0
43 46 52.0
47 49 46.0
51 53 7.0
51 41 7.0
60 61 6.0
60 51 22.0
68 69 39.0
69 70 1.0
72 73 10.0
72 60 18.0
76 77 4.0
76 72 2.0
77 79 47.0
