[57, 34, 47]
0 23 8.0
1 35 6.0
1 0 7.0
2 3 2.0
2 1 4.0
4 5 13.0
4 2 14.0
6 16 3.0
6 60 16.0
6 4 26.0
7 17 1.0
7 6 22.0
8 57 6.0
8 7 7.0
57 58 17.0
57 61 75.0
9 55 42.0
9 8 4.0
55 56 11.0
10 42 12.0
10 9 3.0
11 57 10.0
12 21 8.0
12 10 2.0
13 31 10.0
13 12 3.0
14 73 13.0
14 13 22.0
15 43 7.0
15 14 19.0
18 29 7.0
18 15 10.0
19 32 25.0
19 18 11.0
20 74 6.0
20 19 11.0
22 77 33.0
22 75 20.0
22 20 16.0
24 34 44.0
24 69 37.0
24 22 31.0
34 36 12.0
34 37 26.0
25 26 11.0
25 24 11.0
27 76 2.0
27 25 9.0
28 37 19.0
30 41 39.0
30 59 39.0
30 27 25.0
33 34 1.0
36 38 64.0
36 39 11.0
40 41 26.0
44 45 4.0
44 30 37.0
46 47 52.0
46 44 9.0
47 48 26.0
47 49 43.0
47 50 8.0
51 52 28.0
51 46 10.0
53 54 16.0
53 51 18.0
62 63 21.0
62 53 23.0
63 64 26.0
64 65 14.0
65 78 29.0
66 67 35.0
66 62 1.0
67 68 34.0
70 71 22.0
70 66 16.0
72 79 5.0
72 70 10.0
