[39, 10, 76]
0 16 24.0
0 34 29.0
1 8 14.0
1 0 34.0
8 30 57.0
2 36 40.0
2 1 17.0
3 11 19.0
3 2 28.0
4 73 1.0
4 48 45.0
4 3 9.0
5 36 25.0
6 26 27.0
6 4 37.0
7 48 48.0
7 76 1.0
7 13 23.0
30 75 23.0
9 33 39.0
9 24 4.0
9 6 6.0
10 29 20.0
10 72 31.0
10 45 82.0
10 46 32.0
10 9 93.0
12 14 17.0
14 60 27.0
60 61 40.0
15 21 3.0
15 68 30.0
15 10 5.0
21 22 29.0
17 46 50.0
18 74 1.0
18 15 16.0
19 66 30.0
20 62 18.0
20 18 9.0
23 52 3.0
23 20 14.0
25 26 16.0
27 67 53.0
27 28 51.0
28 72 16.0
31 51 9.0
31 23 2.0
32 35 9.0
32 31 8.0
37 71 19.0
37 57 11.0
57 59 18.0
38 39 69.0
39 76 18.0
39 58 82.0
39 40 23.0
40 71 16.0
41 42 15.0
42 59 4.0
43 44 40.0
43 50 69.0
44 56 1.0
50 76 53.0
50 53 45.0
47 49 17.0
47 32 9.0
53 76 51.0
53 54 26.0
55 63 27.0
55 47 20.0
61 64 39.0
64 65 59.0
64 66 20.0
65 67 58.0
69 70 25.0
69 77 15.0
69 55 37.0
78 79 40.0
78 69 4.0
