[70, 5, 4]
0 44 11.0
1 39 34.0
1 0 8.0
2 54 28.0
2 10 28.0
2 1 2.0
3 40 49.0
3 55 1.0
3 2 31.0
4 76 70.0
4 56 70.0
4 51 47.0
4 74 78.0
4 3 3.0
5 8 17.0
5 39 32.0
5 68 46.0
5 72 70.0
8 32 34.0
6 41 5.0
6 4 98.0
7 59 38.0
7 31 20.0
7 6 26.0
9 11 26.0
9 7 58.0
12 25 4.0
12 9 14.0
13 14 11.0
13 12 2.0
15 16 30.0
15 13 22.0
16 52 30.0
17 53 25.0
17 15 9.0
18 19 29.0
18 20 59.0
18 17 18.0
20 21 47.0
20 22 54.0
23 53 38.0
23 24 15.0
26 73 8.0
26 18 11.0
27 57 58.0
27 26 3.0
28 29 2.0
28 27 4.0
30 32 3.0
33 67 9.0
33 28 4.0
34 35 13.0
34 33 14.0
35 36 1.0
37 38 44.0
38 63 52.0
38 57 27.0
63 70 35.0
42 69 10.0
42 43 1.0
42 34 41.0
45 46 28.0
46 70 24.0
70 77 2.0
70 71 31.0
47 48 25.0
47 42 52.0
48 49 22.0
50 57 66.0
58 60 41.0
58 47 1.0
60 61 62.0
60 62 54.0
61 75 2.0
64 65 58.0
64 66 40.0
64 58 44.0
71 77 7.0
78 79 21.0
78 64 9.0
