[77, 35, 36]
0 15 8.0
1 30 60.0
1 0 9.0
2 65 20.0
2 1 29.0
3 71 10.0
3 52 1.0
3 2 27.0
4 62 37.0
4 16 30.0
4 3 40.0
16 60 35.0
5 57 7.0
5 4 49.0
6 37 28.0
6 61 16.0
6 5 15.0
7 25 39.0
7 77 59.0
7 6 19.0
77 79 73.0
8 78 81.0
8 30 33.0
8 39 61.0
9 29 32.0
9 7 5.0
10 21 19.0
10 9 8.0
11 54 7.0
11 12 28.0
11 10 20.0
13 22 1.0
13 11 51.0
14 67 25.0
14 26 1.0
14 13 22.0
17 18 3.0
17 14 25.0
19 63 4.0
19 17 2.0
20 35 96.0
35 36 58.0
35 39 50.0
23 38 62.0
23 24 24.0
23 29 38.0
27 41 26.0
27 66 16.0
27 19 25.0
28 69 7.0
28 27 17.0
31 32 54.0
31 53 48.0
31 28 3.0
33 64 4.0
33 31 45.0
34 35 91.0
36 49 47.0
36 39 96.0
36 50 28.0
40 55 12.0
40 33 3.0
42 43 19.0
42 40 17.0
44 68 3.0
44 42 10.0
45 56 9.0
45 46 25.0
45 44 36.0
47 48 32.0
47 49 21.0
51 58 23.0
51 45 35.0
59 70 19.0
59 71 40.0
72 73 10.0
72 51 18.0
74 75 19.0
74 72 10.0
76 77 91.0
