[15, 7, 10]
0 45 23.0
1 40 4.0
1 0 7.0
2 57 4.0
2 1 1.0
3 55 16.0
3 75 47.0
3 2 3.0
4 47 6.0
4 3 32.0
5 71 14.0
5 39 30.0
5 4 1.0
6 7 67.0
7 69 40.0
7 14 72.0
7 78 40.0
14 15 28.0
8 29 12.0
8 5 19.0
9 42 16.0
9 15 42.0
42 48 59.0
42 67 57.0
15 19 54.0
15 57 53.0
10 68 6.0
10 53 29.0
10 34 99.0
10 65 87.0
10 8 62.0
11 72 2.0
11 10 45.0
12 13 31.0
12 11 3.0
13 35 23.0
13 20 51.0
19 21 36.0
16 20 20.0
17 64 4.0
17 12 3.0
18 37 7.0
37 54 33.0
37 38 1.0
21 22 60.0
22 23 53.0
24 58 2.0
24 17 13.0
25 26 13.0
25 24 11.0
27 28 7.0
27 25 15.0
30 66 21.0
30 31 27.0
30 27 29.0
32 66 21.0
33 56 51.0
33 30 24.0
56 59 37.0
56 60 44.0
36 46 21.0
36 33 10.0
38 39 19.0
41 73 1.0
41 36 16.0
43 44 27.0
44 48 15.0
49 50 32.0
49 51 30.0
49 41 11.0
52 53 34.0
61 62 10.0
61 63 33.0
61 49 1.0
70 74 19.0
70 61 31.0
76 77 1.0
76 70 2.0
79 76 1.0
