[30, 11, 64]
0 47 47.0
0 27 21.0
1 49 5.0
1 0 18.0
2 36 30.0
2 1 5.0
36 37 2.0
3 53 7.0
3 2 1.0
4 72 38.0
4 3 1.0
72 73 28.0
5 50 45.0
5 10 76.0
5 7 39.0
5 4 40.0
6 8 22.0
6 5 55.0
9 51 2.0
9 6 26.0
11 26 42.0
11 12 32.0
11 48 34.0
11 67 30.0
11 9 57.0
48 76 5.0
48 55 34.0
13 20 32.0
13 11 86.0
20 21 46.0
14 63 8.0
14 13 1.0
15 66 18.0
15 31 8.0
15 14 30.0
31 57 20.0
16 17 8.0
16 15 27.0
18 19 1.0
18 16 6.0
21 62 1.0
22 61 14.0
22 52 11.0
22 18 38.0
23 54 52.0
23 24 7.0
23 25 17.0
23 22 56.0
28 29 17.0
28 23 35.0
30 31 46.0
30 32 57.0
30 56 46.0
30 33 96.0
32 34 28.0
32 35 13.0
38 39 33.0
38 40 41.0
38 28 24.0
41 64 46.0
41 38 33.0
64 65 6.0
64 69 41.0
42 43 34.0
43 64 75.0
44 68 2.0
44 41 7.0
45 46 3.0
45 44 4.0
76 78 1.0
58 59 8.0
58 45 7.0
59 60 51.0
70 71 6.0
70 58 8.0
74 75 15.0
74 70 11.0
77 79 63.0
77 74 15.0
