[40, 19, 65]
0 12 23.0
0 7 32.0
1 31 14.0
1 0 9.0
2 32 17.0
2 1 1.0
3 8 19.0
3 2 8.0
4 5 23.0
4 3 27.0
6 55 2.0
6 4 2.0
9 23 60.0
9 72 78.0
9 10 61.0
9 6 2.0
11 75 5.0
11 9 67.0
13 56 16.0
13 11 2.0
14 15 9.0
14 13 8.0
16 44 1.0
16 14 3.0
17 21 14.0
17 16 4.0
18 29 35.0
18 17 13.0
29 62 6.0
29 45 54.0
19 74 100.0
19 77 4.0
19 20 9.0
19 30 85.0
19 18 79.0
22 77 42.0
24 25 8.0
24 19 57.0
26 73 7.0
26 24 1.0
27 65 86.0
27 26 1.0
65 66 91.0
65 69 51.0
65 71 98.0
28 43 5.0
28 27 2.0
33 36 13.0
33 38 21.0
33 28 6.0
34 68 4.0
34 33 23.0
35 37 14.0
35 34 5.0
37 39 33.0
40 41 36.0
40 42 67.0
40 54 23.0
40 76 60.0
40 35 10.0
46 47 66.0
46 48 49.0
46 49 12.0
46 40 36.0
50 51 25.0
50 46 1.0
52 78 19.0
52 53 19.0
52 50 33.0
57 67 4.0
57 52 38.0
58 59 16.0
58 57 2.0
60 61 2.0
60 58 1.0
63 64 10.0
63 60 29.0
70 79 4.0
70 63 14.0
