[57, 2, 25]
0 59 25.0
0 39 14.0
1 4 1.0
1 0 4.0
2 14 69.0
2 28 67.0
2 18 53.0
2 9 16.0
2 1 77.0
3 55 3.0
3 5 35.0
3 2 27.0
6 54 9.0
6 3 1.0
7 57 26.0
7 6 5.0
57 58 73.0
8 37 7.0
8 7 7.0
10 11 10.0
10 8 6.0
12 34 19.0
12 10 2.0
13 30 7.0
13 12 17.0
15 33 9.0
15 13 5.0
16 70 32.0
16 15 4.0
17 69 26.0
17 67 21.0
17 16 38.0
19 63 2.0
19 17 20.0
20 23 17.0
20 19 4.0
21 72 10.0
21 20 1.0
22 70 1.0
24 73 35.0
24 25 65.0
24 21 7.0
25 66 40.0
25 77 64.0
25 62 56.0
62 64 45.0
26 28 5.0
26 68 37.0
27 71 6.0
27 24 40.0
29 42 37.0
29 27 16.0
31 38 6.0
31 29 13.0
32 76 32.0
32 35 23.0
32 31 4.0
35 40 40.0
36 40 1.0
41 42 24.0
43 44 3.0
43 32 26.0
45 46 2.0
45 43 1.0
47 48 30.0
47 49 25.0
47 45 8.0
50 74 14.0
50 47 13.0
51 52 19.0
51 50 14.0
53 56 47.0
53 57 69.0
56 57 9.0
60 61 8.0
60 51 3.0
64 65 48.0
75 77 18.0
78 79 77.0
78 60 65.0
