[22, 11, 58]
0 3 20.0
1 54 4.0
1 0 15.0
2 63 15.0
2 1 1.0
4 62 56.0
4 58 68.0
4 2 21.0
58 59 51.0
5 65 2.0
5 4 38.0
6 15 8.0
6 5 2.0
7 28 4.0
7 6 1.0
8 32 1.0
8 7 2.0
9 43 4.0
9 8 4.0
10 73 2.0
10 9 1.0
11 38 41.0
11 70 2.0
11 24 92.0
11 27 50.0
11 10 12.0
12 13 27.0
12 11 16.0
13 64 27.0
13 31 34.0
14 48 7.0
14 12 5.0
48 50 19.0
16 53 13.0
16 55 14.0
16 14 28.0
17 23 49.0
17 49 20.0
18 66 6.0
18 16 30.0
19 33 3.0
19 18 12.0
20 34 18.0
20 19 14.0
21 35 18.0
21 72 2.0
21 20 22.0
22 23 56.0
22 71 41.0
22 27 54.0
22 68 50.0
25 67 30.0
25 29 12.0
25 21 55.0
26 27 17.0
26 69 26.0
30 41 1.0
30 25 45.0
36 74 9.0
36 30 1.0
37 60 1.0
37 36 7.0
39 40 8.0
39 37 1.0
42 44 3.0
42 39 1.0
45 46 10.0
45 42 4.0
47 75 1.0
47 45 1.0
51 52 3.0
51 47 8.0
56 57 70.0
56 76 37.0
56 58 90.0
57 58 18.0
61 77 1.0
61 51 1.0
78 79 5.0
78 61 9.0
