[55, 56, 47]
0 53 18.0
1 54 2.0
1 0 5.0
2 22 4.0
2 1 1.0
3 69 6.0
3 2 1.0
4 35 25.0
4 3 22.0
5 64 17.0
5 4 21.0
6 47 22.0
6 5 20.0
47 49 75.0
47 50 96.0
47 58 56.0
7 48 11.0
7 6 9.0
8 14 26.0
8 7 1.0
9 10 6.0
9 8 18.0
11 23 8.0
11 9 11.0
12 15 4.0
12 11 7.0
13 14 43.0
16 28 2.0
16 12 1.0
17 18 5.0
17 67 5.0
17 16 31.0
19 77 3.0
19 17 48.0
20 34 12.0
20 19 14.0
21 55 14.0
21 20 12.0
24 25 56.0
24 21 5.0
25 40 53.0
25 68 24.0
26 27 5.0
26 24 3.0
27 29 41.0
30 31 4.0
30 26 5.0
32 55 72.0
33 78 19.0
33 30 16.0
36 59 8.0
36 33 3.0
37 38 11.0
37 36 8.0
39 55 74.0
41 42 1.0
41 37 1.0
43 76 9.0
43 41 4.0
44 45 9.0
44 43 7.0
46 57 7.0
46 44 24.0
51 74 9.0
51 46 24.0
52 55 60.0
56 60 59.0
56 61 66.0
56 73 27.0
56 62 56.0
56 51 10.0
63 65 1.0
63 66 32.0
63 56 88.0
70 75 14.0
70 63 26.0
71 72 5.0
71 70 1.0
79 71 4.0
