[72, 20, 60]
0 41 19.0
1 70 4.0
1 0 14.0
2 42 12.0
2 1 12.0
3 58 11.0
3 2 27.0
4 19 8.0
4 3 24.0
5 59 15.0
5 4 10.0
6 48 12.0
6 5 7.0
7 24 40.0
7 6 2.0
24 62 34.0
8 9 8.0
8 7 10.0
10 73 5.0
10 8 3.0
11 16 2.0
11 10 9.0
12 75 1.0
12 11 4.0
13 28 10.0
13 66 13.0
13 12 15.0
28 32 11.0
14 45 1.0
14 13 11.0
15 28 43.0
15 46 23.0
17 18 14.0
17 14 1.0
20 21 78.0
20 47 40.0
20 32 93.0
20 71 26.0
22 76 38.0
22 72 43.0
22 17 19.0
76 78 27.0
72 74 89.0
23 24 36.0
25 34 27.0
25 22 21.0
34 52 9.0
26 27 3.0
26 25 1.0
29 72 23.0
30 57 7.0
30 26 16.0
31 33 4.0
31 30 12.0
35 36 2.0
35 31 7.0
36 37 11.0
37 38 25.0
39 43 18.0
39 35 9.0
40 44 19.0
40 39 2.0
49 55 15.0
49 40 3.0
50 72 22.0
51 53 3.0
51 49 3.0
54 64 19.0
54 51 2.0
56 60 22.0
56 54 3.0
60 61 9.0
60 63 89.0
60 65 46.0
61 67 50.0
61 68 65.0
69 77 1.0
69 56 4.0
78 79 31.0
