[52, 71, 77]
0 63 10.0
1 13 8.0
1 0 19.0
2 59 37.0
2 57 17.0
2 1 22.0
3 12 17.0
3 2 40.0
12 77 96.0
4 65 2.0
4 3 9.0
5 57 34.0
6 36 6.0
6 4 5.0
7 69 14.0
7 6 13.0
8 49 16.0
8 7 11.0
9 10 6.0
9 8 9.0
11 64 15.0
11 9 5.0
14 75 10.0
14 11 1.0
15 77 25.0
16 17 38.0
16 14 4.0
17 31 45.0
18 52 53.0
18 16 6.0
52 53 80.0
52 54 63.0
19 20 47.0
19 21 58.0
19 22 36.0
19 18 37.0
23 58 8.0
23 19 59.0
24 25 20.0
24 23 2.0
26 70 52.0
26 74 46.0
27 60 20.0
27 24 1.0
28 60 35.0
29 33 7.0
29 30 12.0
29 27 25.0
32 33 47.0
34 39 1.0
34 29 32.0
35 37 11.0
35 34 6.0
38 77 44.0
40 41 13.0
40 42 49.0
40 35 36.0
41 43 39.0
44 45 30.0
44 40 15.0
45 46 21.0
46 66 65.0
46 47 33.0
48 50 2.0
48 44 1.0
51 52 62.0
53 61 40.0
55 76 6.0
55 48 5.0
56 67 3.0
56 62 40.0
56 55 4.0
68 70 57.0
68 71 30.0
71 72 7.0
71 73 18.0
71 74 84.0
73 74 47.0
73 77 84.0
78 79 5.0
78 56 3.0
