[47, 74, 62]
0 10 12.0
1 70 1.0
1 0 24.0
2 52 5.0
2 1 19.0
3 11 7.0
3 2 1.0
4 53 48.0
4 3 9.0
5 23 60.0
5 53 30.0
23 24 31.0
6 7 7.0
6 4 9.0
8 26 11.0
8 6 1.0
9 39 10.0
9 8 14.0
12 60 6.0
12 9 7.0
13 47 16.0
13 12 8.0
47 49 76.0
47 50 96.0
14 15 10.0
14 13 18.0
16 17 20.0
16 14 5.0
18 61 22.0
18 16 8.0
19 20 1.0
19 18 2.0
21 22 4.0
21 19 11.0
25 54 11.0
25 21 11.0
27 58 19.0
27 59 60.0
27 25 4.0
59 62 41.0
28 29 39.0
29 62 82.0
30 66 9.0
30 27 6.0
31 56 1.0
31 30 4.0
32 33 18.0
32 31 1.0
34 43 29.0
34 35 33.0
34 32 2.0
36 75 1.0
36 34 12.0
37 62 80.0
37 67 24.0
38 40 1.0
38 36 19.0
41 42 16.0
41 38 1.0
44 62 67.0
45 72 67.0
45 41 3.0
72 74 46.0
72 76 20.0
46 47 2.0
46 48 38.0
49 55 18.0
51 57 10.0
51 45 14.0
63 73 1.0
63 51 18.0
64 65 9.0
64 68 4.0
64 63 24.0
69 71 4.0
69 64 28.0
74 77 53.0
74 78 7.0
74 79 89.0
