[68, 64, 16]
0 11 15.0
0 30 16.0
11 66 40.0
30 31 3.0
1 77 53.0
1 22 41.0
1 50 16.0
1 0 31.0
2 53 33.0
2 3 8.0
3 78 34.0
4 21 2.0
4 1 28.0
5 74 16.0
5 4 5.0
6 7 18.0
6 48 19.0
6 5 16.0
8 55 1.0
8 61 14.0
8 6 34.0
9 18 33.0
9 19 1.0
19 20 31.0
19 53 72.0
10 62 34.0
10 28 14.0
28 29 66.0
12 17 3.0
12 8 21.0
13 65 8.0
13 12 24.0
14 15 24.0
14 58 15.0
14 30 33.0
58 59 64.0
58 60 55.0
16 76 4.0
16 63 12.0
16 31 65.0
16 37 8.0
37 39 63.0
20 69 32.0
23 66 18.0
23 49 23.0
24 72 20.0
24 42 8.0
24 13 43.0
42 43 1.0
25 45 1.0
25 24 31.0
26 27 5.0
26 25 9.0
29 70 2.0
29 71 41.0
32 33 36.0
32 26 12.0
33 34 21.0
35 57 1.0
35 36 62.0
35 76 63.0
36 71 34.0
39 73 58.0
38 39 20.0
40 41 13.0
40 32 15.0
44 46 17.0
44 40 7.0
47 49 14.0
51 70 33.0
51 78 34.0
52 54 1.0
52 56 13.0
52 44 16.0
59 64 68.0
64 66 95.0
64 67 88.0
64 68 39.0
68 70 19.0
68 73 79.0
68 75 50.0
75 79 16.0
