[69, 41, 15]
0 22 4.0
0 76 5.0
1 16 1.0
1 65 40.0
1 0 36.0
2 38 29.0
2 3 38.0
2 1 36.0
3 63 9.0
4 44 24.0
4 2 22.0
5 33 8.0
5 4 7.0
6 7 27.0
6 8 20.0
6 5 5.0
9 59 6.0
9 6 12.0
10 41 42.0
10 68 40.0
41 42 54.0
41 76 46.0
11 58 1.0
11 9 5.0
12 36 13.0
12 11 1.0
13 56 3.0
13 14 8.0
13 12 8.0
56 62 75.0
15 46 68.0
15 75 25.0
15 41 84.0
15 76 21.0
17 34 19.0
17 13 19.0
18 35 18.0
18 17 1.0
19 20 30.0
19 18 8.0
20 77 27.0
21 69 22.0
21 60 35.0
21 19 47.0
69 70 59.0
69 71 35.0
69 72 51.0
23 55 14.0
23 21 39.0
24 37 38.0
24 32 8.0
24 23 1.0
25 61 19.0
25 45 39.0
25 24 16.0
26 37 4.0
27 45 35.0
28 30 43.0
28 25 32.0
30 78 39.0
29 55 16.0
31 73 11.0
31 28 7.0
39 40 13.0
39 31 7.0
43 79 31.0
47 62 24.0
48 49 14.0
48 39 2.0
49 57 20.0
49 50 8.0
50 51 45.0
52 53 19.0
52 62 72.0
53 54 14.0
64 74 6.0
64 66 38.0
64 48 58.0
66 67 32.0
70 79 19.0
