[24, 27, 35]
0 59 17.0
59 60 40.0
1 60 25.0
60 63 13.0
2 18 29.0
2 0 6.0
18 75 2.0
3 4 7.0
3 2 6.0
5 12 30.0
5 61 76.0
5 18 28.0
6 42 3.0
6 7 58.0
6 58 31.0
6 3 30.0
8 27 5.0
8 6 29.0
27 39 91.0
9 15 6.0
9 8 20.0
10 32 31.0
10 9 2.0
32 62 15.0
11 69 67.0
11 12 15.0
11 13 89.0
13 55 75.0
13 16 52.0
14 48 33.0
14 10 1.0
48 49 14.0
17 27 76.0
17 44 36.0
75 76 20.0
19 20 29.0
19 43 31.0
19 38 60.0
19 14 14.0
20 70 44.0
21 44 34.0
21 27 90.0
22 76 80.0
23 24 12.0
23 50 47.0
23 19 51.0
24 25 65.0
24 45 66.0
24 46 17.0
50 51 40.0
25 72 52.0
26 38 56.0
28 45 22.0
28 47 7.0
28 50 41.0
29 73 27.0
29 23 23.0
30 47 34.0
30 68 3.0
31 76 19.0
33 57 23.0
33 29 5.0
34 57 28.0
35 40 51.0
35 36 23.0
35 37 44.0
35 62 43.0
40 41 41.0
52 53 17.0
52 54 32.0
52 56 49.0
52 33 38.0
64 70 1.0
65 66 31.0
65 67 53.0
67 71 2.0
67 72 24.0
74 77 10.0
74 52 21.0
78 79 66.0
78 74 3.0
