[31, 17, 54]
0 59 14.0
1 12 43.0
1 54 69.0
1 71 13.0
1 0 59.0
12 44 7.0
54 55 23.0
2 11 1.0
2 1 38.0
3 57 7.0
3 2 5.0
4 26 60.0
4 54 32.0
5 6 24.0
5 3 6.0
7 9 3.0
7 5 14.0
9 37 44.0
8 78 3.0
8 7 27.0
10 45 4.0
10 8 2.0
13 69 5.0
13 10 3.0
14 49 5.0
14 13 13.0
15 62 29.0
15 14 17.0
16 70 5.0
16 15 19.0
17 18 44.0
17 32 30.0
17 40 55.0
17 47 4.0
17 16 25.0
19 75 16.0
19 17 98.0
20 40 45.0
21 31 57.0
21 22 16.0
21 27 9.0
31 75 86.0
31 50 49.0
31 33 81.0
23 24 33.0
23 25 20.0
23 19 29.0
28 29 40.0
28 30 63.0
28 72 61.0
28 23 24.0
29 77 24.0
34 35 70.0
34 28 11.0
35 73 17.0
35 36 83.0
38 63 2.0
38 34 6.0
39 41 4.0
39 38 1.0
42 43 12.0
42 39 11.0
46 68 10.0
46 48 75.0
48 50 5.0
48 74 78.0
51 61 15.0
51 42 9.0
61 64 23.0
52 76 19.0
52 51 23.0
53 54 38.0
53 55 42.0
55 56 70.0
58 60 3.0
58 52 10.0
64 65 2.0
66 67 11.0
67 77 30.0
79 58 38.0
