[25, 2, 54]
0 52 1.0
1 7 2.0
1 0 7.0
7 39 16.0
2 36 70.0
2 72 34.0
2 59 64.0
2 47 69.0
2 1 47.0
3 31 7.0
3 2 98.0
4 60 26.0
4 3 1.0
5 67 3.0
5 4 17.0
6 78 5.0
6 5 7.0
8 51 6.0
8 6 24.0
9 43 14.0
9 8 9.0
10 70 62.0
10 22 21.0
10 9 5.0
70 76 16.0
22 41 46.0
11 18 20.0
11 10 36.0
12 56 61.0
12 13 47.0
12 17 40.0
12 11 69.0
13 42 46.0
14 15 5.0
14 12 34.0
16 64 1.0
16 14 4.0
19 20 1.0
19 16 6.0
21 23 11.0
21 22 64.0
23 73 49.0
23 71 33.0
24 57 1.0
24 19 1.0
25 44 93.0
25 74 34.0
25 61 96.0
25 48 19.0
48 70 77.0
26 69 1.0
26 24 8.0
27 66 15.0
27 26 14.0
28 63 15.0
28 27 18.0
29 30 22.0
29 28 15.0
30 33 9.0
32 62 8.0
32 29 7.0
34 53 1.0
34 32 1.0
35 37 2.0
35 34 1.0
38 74 18.0
40 45 42.0
40 35 9.0
45 46 12.0
49 50 35.0
49 77 7.0
49 40 9.0
54 55 56.0
54 75 68.0
54 57 2.0
54 58 32.0
65 68 8.0
65 49 12.0
79 65 49.0
