[18, 27, 14]
0 38 2.0
1 68 15.0
1 0 5.0
2 67 18.0
2 1 17.0
3 53 6.0
3 2 8.0
4 38 17.0
5 6 14.0
5 10 25.0
5 7 15.0
5 3 53.0
8 11 24.0
8 62 36.0
8 5 36.0
11 12 63.0
9 11 20.0
12 33 12.0
12 18 19.0
18 37 33.0
18 24 90.0
13 43 28.0
13 32 19.0
13 8 14.0
14 34 28.0
14 15 44.0
14 36 47.0
14 39 71.0
14 13 51.0
15 39 32.0
16 21 8.0
16 14 1.0
21 22 6.0
17 63 34.0
17 18 91.0
19 64 33.0
19 24 47.0
20 25 56.0
20 72 17.0
20 16 28.0
23 64 29.0
26 55 21.0
26 20 38.0
27 49 57.0
27 28 10.0
27 35 5.0
27 54 13.0
27 26 97.0
29 69 5.0
29 27 53.0
69 70 57.0
30 50 7.0
30 29 16.0
31 34 24.0
31 40 16.0
41 42 2.0
41 30 3.0
44 45 55.0
44 77 9.0
44 46 13.0
44 41 41.0
45 47 19.0
48 49 8.0
51 52 32.0
51 56 14.0
51 44 24.0
52 57 22.0
58 59 61.0
58 51 10.0
59 60 62.0
59 73 51.0
61 63 53.0
65 66 23.0
65 67 37.0
71 74 49.0
71 58 6.0
74 75 46.0
76 78 9.0
76 79 35.0
76 71 36.0
