[38, 40, 61]
0 44 4.0
44 45 32.0
1 58 57.0
58 60 37.0
58 61 45.0
2 33 26.0
2 12 2.0
2 0 14.0
3 66 57.0
3 2 1.0
66 73 18.0
4 62 45.0
62 63 64.0
5 46 3.0
5 3 1.0
6 69 39.0
6 7 79.0
6 42 42.0
7 61 91.0
61 62 34.0
8 29 24.0
8 5 1.0
9 51 9.0
9 8 15.0
10 75 3.0
10 36 2.0
10 9 42.0
11 27 79.0
11 38 18.0
11 77 50.0
11 10 68.0
27 53 32.0
38 48 82.0
13 59 4.0
13 11 1.0
14 16 2.0
14 13 5.0
15 67 62.0
15 14 12.0
17 18 24.0
18 36 4.0
19 68 19.0
19 15 3.0
20 21 1.0
20 19 6.0
22 40 25.0
22 77 25.0
40 41 67.0
40 43 67.0
40 76 64.0
23 24 33.0
24 38 2.0
25 39 9.0
25 26 60.0
25 20 6.0
28 37 8.0
28 25 19.0
30 78 36.0
31 32 24.0
31 34 42.0
31 28 16.0
35 38 96.0
35 57 38.0
48 49 25.0
41 43 22.0
45 47 24.0
47 63 28.0
50 51 36.0
52 54 1.0
52 31 8.0
55 57 21.0
56 67 27.0
60 61 69.0
64 65 14.0
64 67 68.0
70 71 26.0
70 52 13.0
72 74 41.0
74 76 41.0
74 78 9.0
79 70 12.0
