[11, 18, 21]
0 27 43.0
0 21 62.0
21 22 42.0
21 23 8.0
21 71 10.0
1 37 20.0
1 33 13.0
1 38 41.0
1 0 9.0
37 39 47.0
37 40 54.0
2 59 9.0
2 1 55.0
3 74 28.0
3 2 8.0
4 32 38.0
4 20 73.0
20 22 64.0
20 41 41.0
5 47 23.0
5 6 6.0
5 34 44.0
5 3 39.0
47 48 9.0
6 7 10.0
8 54 17.0
8 56 43.0
8 5 18.0
9 51 35.0
9 8 10.0
10 44 4.0
10 9 8.0
11 78 47.0
11 46 54.0
11 32 13.0
11 29 55.0
12 65 7.0
12 45 58.0
12 54 61.0
13 72 58.0
13 30 33.0
13 10 29.0
72 73 66.0
72 76 8.0
14 75 2.0
14 13 38.0
15 76 18.0
16 57 25.0
16 14 17.0
57 58 16.0
17 51 36.0
18 31 21.0
18 66 90.0
18 40 6.0
18 19 43.0
24 79 34.0
24 16 1.0
25 26 65.0
25 27 48.0
25 28 48.0
35 36 23.0
35 24 17.0
42 43 36.0
42 60 51.0
42 44 86.0
48 49 49.0
48 50 8.0
49 50 29.0
49 52 60.0
50 53 47.0
55 56 35.0
61 62 71.0
61 63 10.0
61 64 30.0
61 35 39.0
62 63 55.0
62 67 67.0
68 69 43.0
69 73 59.0
69 70 31.0
77 79 17.0
