[37, 7, 15]
0 14 4.0
1 42 48.0
1 7 44.0
1 31 24.0
1 0 51.0
7 22 68.0
7 44 85.0
7 61 30.0
2 78 34.0
2 54 27.0
2 1 80.0
3 21 6.0
3 2 44.0
4 64 18.0
4 3 18.0
64 65 33.0
5 6 6.0
5 4 4.0
6 15 19.0
6 23 18.0
15 18 23.0
15 40 17.0
15 16 51.0
22 43 51.0
8 51 76.0
8 69 68.0
8 12 75.0
8 5 44.0
51 52 18.0
12 46 15.0
9 11 45.0
9 45 21.0
9 10 45.0
10 13 59.0
17 23 12.0
17 18 44.0
19 20 7.0
19 38 25.0
20 72 36.0
24 28 7.0
24 8 29.0
25 26 13.0
25 24 16.0
27 36 4.0
27 45 63.0
29 47 3.0
29 25 1.0
30 32 17.0
30 29 5.0
33 78 31.0
33 37 6.0
33 34 4.0
37 39 83.0
37 41 82.0
37 45 97.0
35 36 38.0
39 48 27.0
39 68 56.0
41 49 33.0
41 66 12.0
50 51 63.0
52 53 5.0
55 70 20.0
55 30 23.0
56 57 49.0
56 62 36.0
56 55 41.0
62 71 49.0
58 59 51.0
58 60 4.0
58 62 4.0
63 73 9.0
63 56 45.0
73 74 26.0
65 67 3.0
67 72 36.0
74 75 8.0
76 77 3.0
76 78 35.0
79 63 39.0
