[22, 53, 64]
0 11 6.0
11 49 3.0
11 43 66.0
1 48 14.0
1 0 7.0
2 30 3.0
2 1 8.0
3 31 6.0
3 2 24.0
4 69 4.0
4 3 6.0
5 15 16.0
5 4 14.0
6 22 57.0
6 5 7.0
22 23 96.0
22 25 22.0
22 75 56.0
7 67 11.0
7 6 17.0
8 58 25.0
8 7 5.0
9 76 5.0
9 8 2.0
10 19 4.0
10 68 14.0
10 9 9.0
12 13 4.0
12 10 3.0
14 16 9.0
14 12 7.0
17 41 35.0
17 14 5.0
18 24 22.0
18 17 4.0
20 41 5.0
21 59 16.0
21 18 4.0
26 27 3.0
26 21 3.0
28 60 1.0
28 26 9.0
29 32 3.0
29 28 1.0
33 70 4.0
33 29 9.0
34 35 16.0
34 33 4.0
36 57 3.0
57 58 48.0
37 54 22.0
37 34 1.0
38 39 8.0
38 37 3.0
40 52 5.0
40 38 9.0
42 77 14.0
42 40 1.0
44 74 35.0
44 42 26.0
74 79 69.0
45 46 6.0
45 44 1.0
47 49 27.0
50 51 25.0
50 45 1.0
53 55 15.0
53 78 56.0
53 72 46.0
53 56 6.0
53 50 16.0
61 62 2.0
61 53 87.0
63 64 1.0
63 61 4.0
64 65 83.0
64 66 4.0
64 71 77.0
65 73 37.0
