[63, 71, 39]
0 2 1.0
1 29 13.0
1 0 5.0
3 26 4.0
3 1 5.0
4 28 5.0
4 3 6.0
5 45 8.0
5 4 3.0
6 27 24.0
6 5 9.0
7 78 12.0
7 6 6.0
8 73 33.0
8 7 8.0
9 43 5.0
9 8 13.0
43 44 35.0
10 19 29.0
10 57 27.0
10 9 33.0
11 30 10.0
11 10 5.0
12 48 1.0
12 11 3.0
13 58 8.0
13 12 4.0
14 49 25.0
14 15 36.0
14 13 27.0
16 34 16.0
16 14 17.0
34 55 17.0
17 18 9.0
17 16 11.0
20 70 5.0
20 17 17.0
21 22 14.0
21 20 5.0
23 67 7.0
23 21 14.0
24 65 3.0
24 23 16.0
25 38 3.0
25 24 9.0
31 59 55.0
31 57 2.0
32 33 7.0
32 25 1.0
35 66 28.0
35 32 6.0
36 37 5.0
36 35 22.0
39 40 7.0
39 46 71.0
39 41 67.0
39 42 33.0
39 36 20.0
41 74 21.0
47 50 9.0
47 39 2.0
51 52 5.0
51 47 3.0
53 54 17.0
53 51 5.0
54 56 26.0
60 61 13.0
60 71 61.0
71 72 11.0
71 73 76.0
62 63 36.0
63 64 97.0
63 71 53.0
63 68 68.0
64 69 8.0
75 76 6.0
75 53 4.0
77 79 8.0
77 75 5.0
