[11, 53, 7]
0 33 16.0
1 24 37.0
1 4 31.0
1 0 20.0
2 52 4.0
2 1 13.0
3 53 90.0
3 2 6.0
53 54 27.0
53 60 67.0
53 74 3.0
5 14 19.0
5 3 10.0
6 55 11.0
6 5 14.0
7 47 88.0
7 41 46.0
7 34 42.0
7 8 42.0
7 6 41.0
9 72 38.0
9 7 37.0
10 65 1.0
10 9 1.0
11 30 81.0
11 13 19.0
11 62 12.0
11 70 18.0
11 10 4.0
30 63 10.0
12 15 1.0
12 11 23.0
16 64 1.0
16 12 2.0
17 58 21.0
17 16 9.0
18 39 3.0
18 17 1.0
19 67 1.0
19 18 4.0
20 21 2.0
20 19 5.0
22 27 8.0
22 20 9.0
23 28 8.0
23 22 12.0
28 29 1.0
25 26 16.0
25 23 17.0
31 32 4.0
31 25 5.0
35 77 19.0
35 36 43.0
35 31 10.0
36 37 51.0
38 48 29.0
38 35 4.0
40 72 21.0
42 43 17.0
42 38 18.0
43 66 20.0
44 45 1.0
44 42 7.0
46 49 48.0
46 75 5.0
46 44 17.0
50 59 29.0
50 46 35.0
51 76 19.0
51 50 20.0
56 57 4.0
56 51 18.0
61 66 49.0
61 68 46.0
69 70 24.0
71 73 4.0
71 56 1.0
78 79 23.0
78 71 17.0
