[24, 11, 42]
0 69 21.0
1 5 15.0
1 70 13.0
1 0 37.0
70 72 21.0
2 16 57.0
2 37 24.0
2 1 1.0
16 53 49.0
3 46 10.0
3 2 23.0
4 56 2.0
56 78 59.0
6 38 46.0
6 3 3.0
7 49 38.0
7 77 24.0
7 6 42.0
49 50 20.0
8 19 3.0
8 7 12.0
9 71 5.0
9 75 32.0
9 8 1.0
10 28 14.0
10 17 28.0
10 9 28.0
11 61 42.0
11 57 18.0
11 31 41.0
11 40 70.0
12 34 17.0
12 10 32.0
13 77 25.0
14 62 3.0
14 15 13.0
14 12 29.0
18 26 67.0
18 37 24.0
18 31 75.0
20 76 52.0
20 39 53.0
21 53 49.0
22 48 36.0
22 14 46.0
23 76 17.0
24 25 73.0
24 31 4.0
24 27 63.0
24 78 50.0
27 29 33.0
29 42 45.0
42 43 5.0
42 44 26.0
30 32 7.0
30 22 24.0
32 74 35.0
74 79 21.0
33 54 10.0
33 30 18.0
35 60 13.0
35 36 37.0
35 38 26.0
36 39 42.0
41 42 71.0
45 63 11.0
45 68 32.0
45 33 13.0
47 48 1.0
50 51 56.0
51 52 29.0
55 56 13.0
55 58 7.0
58 59 27.0
64 79 10.0
65 66 13.0
65 67 34.0
65 45 46.0
66 67 1.0
72 73 47.0
