[17, 37, 65]
0 47 15.0
47 48 28.0
1 20 1.0
1 0 17.0
2 3 11.0
2 1 9.0
3 34 15.0
4 49 28.0
4 2 4.0
5 7 7.0
5 4 23.0
6 22 10.0
6 5 9.0
8 16 4.0
8 6 3.0
9 31 28.0
9 15 31.0
9 8 34.0
10 44 26.0
10 72 2.0
10 9 59.0
11 25 4.0
11 10 42.0
12 13 6.0
12 11 4.0
14 15 31.0
17 41 30.0
17 39 8.0
17 61 28.0
17 18 88.0
17 12 75.0
19 32 25.0
19 17 67.0
21 68 14.0
21 35 8.0
21 19 25.0
23 26 2.0
23 21 7.0
24 36 6.0
24 23 4.0
27 28 15.0
27 24 10.0
29 59 56.0
29 30 43.0
29 66 17.0
29 27 38.0
33 45 1.0
33 29 16.0
37 60 40.0
37 38 25.0
37 40 11.0
37 42 77.0
37 33 43.0
43 46 1.0
43 37 63.0
50 52 8.0
50 43 1.0
51 74 3.0
51 50 1.0
53 54 9.0
53 51 3.0
55 73 27.0
55 53 24.0
56 78 4.0
56 55 1.0
57 58 13.0
57 56 9.0
62 63 16.0
62 64 44.0
62 57 11.0
65 67 29.0
65 69 5.0
65 70 3.0
65 71 58.0
65 62 56.0
71 75 33.0
76 77 4.0
76 65 28.0
79 76 1.0
