[69, 33, 0]
0 48 72.0
0 18 94.0
0 75 30.0
0 1 82.0
2 59 59.0
2 21 8.0
2 64 6.0
2 0 67.0
3 28 19.0
3 60 54.0
3 2 2.0
4 5 58.0
4 3 23.0
5 29 15.0
6 72 4.0
6 4 4.0
7 40 9.0
7 6 4.0
8 22 35.0
8 14 28.0
8 7 15.0
9 54 3.0
9 8 36.0
54 55 29.0
10 42 4.0
10 9 3.0
11 57 7.0
11 10 8.0
12 13 7.0
12 15 36.0
12 11 41.0
16 61 3.0
16 47 17.0
16 12 5.0
17 23 19.0
17 16 18.0
19 31 58.0
19 44 44.0
19 17 49.0
20 71 2.0
20 19 5.0
24 49 1.0
24 20 3.0
25 26 3.0
25 24 7.0
27 77 15.0
27 25 14.0
30 51 8.0
30 32 12.0
30 70 17.0
30 27 62.0
32 33 57.0
33 34 89.0
33 35 94.0
33 62 21.0
35 41 72.0
35 68 50.0
41 43 66.0
41 52 14.0
36 37 1.0
36 30 12.0
38 50 31.0
38 39 12.0
38 36 4.0
45 58 32.0
45 38 33.0
46 76 8.0
46 45 5.0
53 78 34.0
53 46 5.0
56 58 26.0
63 66 26.0
63 65 18.0
63 53 18.0
67 73 13.0
67 63 4.0
69 74 9.0
69 78 28.0
69 79 33.0
