[50, 4, 5]
0 15 2.0
1 30 33.0
1 2 26.0
1 0 8.0
3 41 11.0
3 1 36.0
4 26 31.0
4 69 19.0
4 45 47.0
4 8 86.0
4 3 66.0
26 56 6.0
26 57 61.0
5 47 54.0
5 27 6.0
5 10 28.0
5 63 15.0
5 4 44.0
6 49 12.0
6 5 85.0
49 53 49.0
7 61 1.0
7 6 3.0
9 10 6.0
11 12 7.0
11 7 30.0
13 28 8.0
13 11 3.0
28 48 36.0
14 18 23.0
14 13 13.0
16 17 6.0
16 14 16.0
19 20 23.0
19 78 32.0
19 16 28.0
21 38 10.0
21 60 34.0
21 19 23.0
22 23 17.0
22 24 14.0
22 21 39.0
25 48 59.0
29 31 1.0
29 22 37.0
32 33 2.0
32 29 1.0
34 35 30.0
34 39 38.0
34 32 16.0
35 74 10.0
35 67 15.0
36 37 2.0
36 34 38.0
40 42 13.0
40 50 29.0
40 36 18.0
50 76 38.0
50 77 75.0
50 75 33.0
43 44 61.0
43 46 6.0
43 48 1.0
51 78 47.0
52 54 9.0
52 40 28.0
55 78 65.0
58 59 4.0
58 52 24.0
62 64 4.0
62 58 3.0
65 66 30.0
65 62 7.0
66 68 29.0
70 79 1.0
70 65 7.0
71 72 1.0
71 70 5.0
73 71 3.0
