[19, 72, 11]
0 46 37.0
1 63 25.0
1 0 6.0
2 19 22.0
2 1 9.0
19 22 24.0
19 62 64.0
19 35 58.0
3 54 16.0
3 2 18.0
54 55 23.0
4 46 21.0
4 6 23.0
5 59 43.0
5 30 15.0
5 3 7.0
59 61 24.0
7 65 2.0
7 52 53.0
7 49 67.0
52 54 19.0
8 51 1.0
8 5 15.0
9 34 6.0
9 8 1.0
10 67 34.0
10 69 52.0
10 9 34.0
69 70 16.0
11 77 99.0
11 36 85.0
11 12 20.0
11 68 29.0
77 79 42.0
36 37 31.0
12 60 20.0
13 20 23.0
13 24 36.0
13 10 5.0
14 63 55.0
15 16 22.0
15 31 5.0
15 13 12.0
17 18 1.0
17 15 8.0
22 23 66.0
22 53 54.0
21 64 16.0
21 17 8.0
25 69 38.0
26 72 19.0
26 49 11.0
72 77 58.0
27 42 28.0
27 21 4.0
28 29 8.0
28 27 24.0
32 33 3.0
32 28 27.0
38 39 23.0
38 74 26.0
39 72 37.0
40 41 3.0
40 32 3.0
41 75 38.0
43 44 11.0
43 40 19.0
45 56 27.0
45 43 19.0
47 48 8.0
47 49 68.0
48 50 3.0
57 58 13.0
57 78 18.0
57 45 20.0
61 66 18.0
71 72 27.0
71 73 57.0
71 76 25.0
