[15, 48, 63]
0 38 6.0
1 62 3.0
1 0 1.0
2 70 3.0
2 1 9.0
3 17 19.0
3 2 13.0
4 19 16.0
4 55 18.0
4 3 44.0
5 31 4.0
5 4 11.0
6 74 5.0
6 32 1.0
6 18 3.0
6 5 23.0
7 41 5.0
7 6 63.0
8 65 21.0
8 9 6.0
8 7 24.0
10 40 4.0
10 8 26.0
11 16 9.0
11 10 1.0
12 46 3.0
12 11 8.0
13 33 5.0
13 12 3.0
14 72 1.0
14 13 1.0
15 20 12.0
15 42 31.0
15 69 2.0
15 60 10.0
15 14 6.0
20 73 20.0
21 22 19.0
21 15 2.0
23 24 27.0
23 21 5.0
24 25 46.0
24 26 56.0
26 27 43.0
28 64 29.0
28 49 27.0
28 23 24.0
29 56 3.0
29 28 11.0
30 57 9.0
30 29 9.0
34 66 3.0
34 30 18.0
35 67 36.0
35 34 6.0
36 39 6.0
36 35 4.0
37 63 75.0
63 67 58.0
63 68 90.0
43 61 7.0
43 36 8.0
44 58 13.0
44 43 11.0
45 71 27.0
45 44 5.0
47 48 29.0
47 52 63.0
47 50 65.0
48 51 34.0
48 52 2.0
48 63 19.0
53 54 4.0
53 45 7.0
59 62 43.0
75 76 26.0
75 53 4.0
76 77 26.0
76 78 8.0
79 75 3.0
