[23, 25, 59]
0 32 1.0
1 15 12.0
1 26 4.0
1 0 29.0
2 16 1.0
2 1 30.0
3 78 28.0
3 2 26.0
4 22 50.0
4 46 38.0
4 3 29.0
22 64 56.0
22 23 93.0
5 42 53.0
6 61 66.0
6 52 53.0
6 66 45.0
6 4 32.0
7 37 2.0
7 6 44.0
8 11 15.0
8 7 28.0
9 57 29.0
9 8 15.0
10 11 38.0
12 68 15.0
12 9 9.0
13 29 39.0
13 50 20.0
13 12 22.0
29 71 58.0
14 20 1.0
14 13 39.0
17 23 59.0
23 42 23.0
23 31 67.0
18 45 6.0
18 14 8.0
19 21 5.0
19 18 3.0
24 25 93.0
24 19 9.0
25 27 26.0
25 72 11.0
25 69 2.0
28 73 10.0
28 24 9.0
30 62 24.0
30 28 22.0
33 34 80.0
33 30 13.0
34 43 30.0
34 35 24.0
36 65 2.0
36 33 3.0
38 39 1.0
38 36 19.0
40 49 17.0
40 41 26.0
40 38 30.0
44 47 13.0
44 40 28.0
47 48 36.0
51 52 39.0
53 74 9.0
53 44 10.0
54 55 3.0
54 53 8.0
56 75 17.0
56 54 10.0
58 75 16.0
59 60 12.0
59 63 97.0
59 66 23.0
59 67 20.0
63 70 17.0
76 77 2.0
76 56 10.0
79 76 9.0
