[22, 13, 47]
0 50 1.0
1 29 29.0
1 0 6.0
2 54 19.0
2 1 12.0
3 49 9.0
3 2 19.0
4 74 7.0
4 3 5.0
5 59 9.0
5 4 1.0
6 10 3.0
6 5 3.0
7 8 55.0
7 6 1.0
8 37 49.0
9 33 5.0
9 7 1.0
11 12 1.0
11 9 1.0
13 34 84.0
13 35 99.0
13 28 93.0
13 29 86.0
14 55 20.0
14 11 3.0
15 77 15.0
15 14 2.0
16 75 1.0
16 15 1.0
17 58 20.0
17 16 10.0
18 71 55.0
18 30 56.0
18 62 26.0
18 17 41.0
19 20 6.0
19 18 16.0
21 36 12.0
21 19 4.0
22 76 39.0
22 31 41.0
22 23 20.0
22 57 25.0
22 21 18.0
24 44 34.0
24 22 41.0
25 26 2.0
25 24 4.0
27 73 8.0
27 25 5.0
32 38 27.0
32 27 3.0
39 78 2.0
39 32 3.0
40 41 3.0
40 39 8.0
42 68 21.0
42 40 30.0
43 44 28.0
45 46 2.0
45 42 7.0
47 48 61.0
47 51 80.0
47 52 47.0
47 53 41.0
47 45 67.0
56 65 2.0
56 47 42.0
60 61 9.0
60 56 10.0
63 64 4.0
63 60 1.0
66 79 1.0
66 63 4.0
67 69 16.0
67 66 27.0
70 72 30.0
70 79 5.0
72 79 58.0
