[61, 53, 13]
0 4 82.0
4 33 89.0
4 6 89.0
1 69 4.0
1 23 14.0
1 0 4.0
2 53 67.0
2 1 17.0
53 66 58.0
53 74 30.0
3 43 28.0
3 2 3.0
33 73 30.0
5 26 7.0
5 3 2.0
7 51 3.0
7 5 13.0
8 44 52.0
8 7 17.0
9 77 29.0
9 14 39.0
9 8 8.0
10 72 25.0
10 11 40.0
10 9 35.0
12 53 3.0
12 54 50.0
13 42 97.0
13 55 97.0
13 14 50.0
13 15 42.0
16 20 37.0
16 31 45.0
16 10 45.0
17 18 22.0
17 16 33.0
19 76 18.0
19 28 37.0
19 17 23.0
21 56 4.0
21 19 27.0
22 63 4.0
22 21 1.0
24 46 5.0
24 22 3.0
25 27 20.0
25 24 8.0
29 30 51.0
29 65 9.0
29 25 33.0
30 64 54.0
32 78 16.0
32 29 43.0
34 79 11.0
34 32 24.0
35 48 1.0
35 34 2.0
36 64 40.0
36 37 23.0
38 70 30.0
38 35 15.0
39 59 38.0
39 38 1.0
59 60 33.0
40 41 5.0
40 44 44.0
40 45 56.0
47 49 34.0
49 70 42.0
50 52 1.0
50 39 6.0
74 75 16.0
57 58 11.0
57 50 3.0
61 62 92.0
61 67 84.0
61 68 66.0
61 71 89.0
61 57 87.0
62 71 21.0
