[57, 74, 27]
0 11 8.0
1 18 15.0
1 0 3.0
2 71 30.0
2 1 1.0
3 46 1.0
3 2 4.0
4 20 9.0
4 3 17.0
5 74 23.0
5 29 63.0
5 47 49.0
5 4 4.0
74 75 98.0
74 79 28.0
6 7 47.0
6 5 36.0
7 59 51.0
8 9 59.0
8 69 33.0
8 6 5.0
9 49 56.0
9 60 2.0
10 24 39.0
10 8 38.0
12 13 21.0
12 10 2.0
14 55 13.0
14 42 47.0
14 12 43.0
15 16 48.0
15 63 50.0
15 14 52.0
16 48 10.0
17 19 4.0
17 15 54.0
21 51 1.0
21 17 4.0
22 24 10.0
23 32 40.0
23 21 2.0
25 26 49.0
25 27 73.0
27 34 92.0
27 74 41.0
27 41 92.0
28 29 49.0
30 51 10.0
31 32 1.0
33 53 39.0
33 43 52.0
33 52 55.0
33 23 20.0
53 54 16.0
35 56 57.0
35 44 44.0
36 37 74.0
36 77 23.0
36 61 59.0
37 44 69.0
37 65 1.0
65 66 14.0
38 64 11.0
39 40 1.0
39 33 76.0
45 50 60.0
45 53 4.0
45 61 49.0
54 73 1.0
57 58 9.0
57 78 79.0
57 61 91.0
57 62 14.0
62 64 40.0
67 68 8.0
67 76 35.0
67 39 18.0
70 72 23.0
70 67 9.0
