[20, 7, 40]
0 39 19.0
1 52 6.0
1 0 4.0
2 36 2.0
2 1 9.0
3 18 2.0
3 2 8.0
4 75 29.0
4 3 3.0
5 26 1.0
5 4 1.0
6 32 4.0
6 5 4.0
7 78 98.0
7 40 91.0
7 27 90.0
7 25 33.0
7 6 65.0
40 41 67.0
40 42 25.0
40 45 38.0
8 9 28.0
8 7 52.0
9 69 25.0
10 28 5.0
10 8 3.0
11 66 35.0
11 10 3.0
12 53 1.0
12 11 1.0
13 54 24.0
13 12 14.0
14 55 56.0
14 33 14.0
14 13 42.0
15 19 5.0
15 59 51.0
15 14 34.0
59 61 78.0
16 30 13.0
16 15 8.0
17 60 18.0
17 16 2.0
20 75 9.0
20 47 58.0
20 23 97.0
20 21 49.0
47 63 7.0
22 51 24.0
22 17 5.0
24 64 66.0
64 65 56.0
64 66 50.0
29 50 14.0
29 31 42.0
29 22 7.0
50 57 18.0
34 35 1.0
34 29 9.0
37 38 6.0
37 34 3.0
43 44 11.0
43 46 57.0
43 37 36.0
44 79 37.0
48 73 34.0
48 74 46.0
48 43 42.0
49 68 32.0
49 56 6.0
49 48 22.0
58 59 19.0
62 76 4.0
62 49 39.0
67 70 29.0
67 62 4.0
71 72 1.0
71 67 1.0
77 71 4.0
