[37, 41, 19]
0 29 14.0
1 66 1.0
1 0 11.0
2 27 18.0
2 48 34.0
2 1 7.0
3 36 23.0
3 2 15.0
4 78 68.0
4 5 48.0
4 26 39.0
4 3 52.0
6 17 3.0
6 4 37.0
7 49 58.0
7 45 9.0
7 6 49.0
8 54 2.0
8 7 4.0
9 51 48.0
9 8 7.0
10 32 1.0
10 9 10.0
11 33 7.0
11 10 2.0
33 60 32.0
12 13 11.0
12 11 4.0
14 37 95.0
14 12 19.0
37 38 56.0
37 52 27.0
15 68 8.0
15 14 7.0
16 18 61.0
16 77 39.0
16 15 7.0
18 69 8.0
18 70 50.0
70 71 20.0
19 65 33.0
19 20 49.0
19 78 70.0
19 50 54.0
21 50 36.0
22 72 33.0
22 75 9.0
22 16 29.0
23 51 9.0
24 25 4.0
24 22 29.0
28 76 20.0
28 24 3.0
30 31 20.0
30 28 1.0
31 55 28.0
34 70 59.0
34 79 26.0
35 37 72.0
39 67 15.0
39 30 23.0
40 41 6.0
40 39 6.0
41 42 22.0
41 59 100.0
41 43 7.0
44 53 28.0
44 47 3.0
44 40 4.0
46 52 18.0
56 57 13.0
57 58 69.0
57 60 40.0
61 62 8.0
61 44 1.0
63 64 27.0
64 69 28.0
71 73 18.0
74 61 10.0
