[20, 25, 38]
0 14 1.0
1 58 14.0
1 0 1.0
2 3 40.0
2 1 2.0
3 44 6.0
4 72 10.0
4 2 16.0
5 23 15.0
5 4 8.0
6 41 19.0
6 5 5.0
7 51 38.0
7 8 20.0
7 6 21.0
9 61 13.0
9 7 31.0
10 16 8.0
10 9 9.0
11 15 1.0
11 10 3.0
12 30 8.0
12 11 1.0
13 60 37.0
13 27 23.0
13 12 30.0
17 76 22.0
17 13 15.0
76 78 7.0
18 19 4.0
18 17 2.0
20 21 69.0
20 45 83.0
20 22 62.0
20 31 99.0
31 57 3.0
24 25 43.0
25 26 46.0
25 27 17.0
25 28 11.0
28 31 88.0
28 47 37.0
29 62 7.0
29 18 4.0
32 52 3.0
32 29 1.0
33 34 66.0
33 32 9.0
34 63 80.0
34 46 42.0
35 36 1.0
35 33 6.0
37 38 89.0
38 47 12.0
38 73 73.0
38 39 29.0
40 42 5.0
40 35 9.0
43 48 3.0
43 40 5.0
49 50 4.0
49 43 3.0
53 59 1.0
53 49 10.0
54 55 36.0
54 73 7.0
56 57 6.0
64 65 47.0
64 66 36.0
64 67 52.0
64 53 9.0
68 69 3.0
68 70 31.0
68 64 10.0
69 71 62.0
69 74 62.0
75 76 12.0
75 77 40.0
79 68 25.0
