[50, 34, 37]
0 17 6.0
1 73 69.0
1 0 1.0
73 74 16.0
73 76 71.0
2 70 9.0
2 1 4.0
3 28 1.0
3 2 4.0
4 5 3.0
4 3 10.0
6 67 1.0
6 4 26.0
7 23 4.0
7 25 24.0
7 6 27.0
8 48 4.0
8 7 10.0
9 49 30.0
9 47 30.0
9 8 15.0
10 61 2.0
10 9 3.0
11 67 32.0
11 60 8.0
12 51 60.0
12 10 21.0
51 69 13.0
13 14 10.0
13 12 11.0
15 61 30.0
16 51 59.0
18 26 6.0
18 13 4.0
19 45 22.0
19 18 3.0
20 21 1.0
20 19 13.0
22 23 24.0
22 24 38.0
22 71 53.0
27 29 25.0
27 44 25.0
27 20 23.0
30 59 50.0
30 27 39.0
59 63 38.0
31 32 11.0
31 30 9.0
33 50 100.0
33 31 22.0
50 66 58.0
50 72 71.0
50 62 55.0
34 35 24.0
34 36 19.0
34 37 26.0
34 63 18.0
35 63 47.0
35 64 64.0
37 38 1.0
37 39 55.0
37 40 14.0
38 46 24.0
41 42 55.0
41 33 13.0
42 58 64.0
42 43 27.0
52 65 5.0
65 68 20.0
53 54 29.0
53 55 28.0
53 41 1.0
56 57 16.0
56 53 47.0
68 69 33.0
75 77 24.0
75 56 19.0
78 79 11.0
78 75 28.0
