[21, 61, 51]
0 75 1.0
1 71 6.0
1 0 23.0
2 3 6.0
2 1 9.0
4 64 1.0
4 2 17.0
5 9 8.0
5 4 28.0
6 39 1.0
6 5 5.0
7 72 15.0
7 6 3.0
8 56 6.0
8 7 29.0
10 60 4.0
10 8 9.0
11 78 8.0
11 10 26.0
12 61 11.0
12 11 13.0
61 63 45.0
61 68 29.0
61 69 4.0
13 52 18.0
13 12 17.0
14 62 13.0
14 13 7.0
15 16 15.0
15 14 9.0
17 67 6.0
17 15 1.0
18 28 32.0
18 57 25.0
18 17 20.0
19 28 44.0
19 45 44.0
45 46 14.0
20 73 13.0
20 49 29.0
20 18 31.0
21 50 70.0
21 22 70.0
21 23 90.0
21 79 28.0
21 20 15.0
24 25 7.0
25 73 4.0
26 76 16.0
26 27 24.0
26 21 82.0
29 40 25.0
29 26 32.0
30 31 21.0
30 29 16.0
32 65 14.0
32 34 28.0
32 30 12.0
33 47 16.0
35 36 65.0
36 56 1.0
36 37 43.0
38 41 29.0
38 32 36.0
42 43 28.0
42 77 38.0
42 38 34.0
44 66 6.0
44 42 11.0
46 47 55.0
48 50 4.0
51 58 80.0
51 52 5.0
51 53 93.0
51 54 78.0
55 58 4.0
55 59 30.0
70 74 26.0
70 77 35.0
