[33, 75, 68]
0 1 10.0
0 35 29.0
2 11 48.0
2 59 22.0
2 0 52.0
11 54 16.0
59 60 55.0
3 25 70.0
3 2 57.0
25 42 17.0
4 58 23.0
4 3 17.0
5 19 21.0
5 23 28.0
5 6 87.0
5 4 14.0
6 16 15.0
16 41 42.0
7 74 15.0
7 5 53.0
8 43 1.0
8 7 11.0
9 39 16.0
9 8 10.0
10 40 4.0
10 9 18.0
12 73 21.0
12 58 30.0
13 76 20.0
14 61 5.0
14 10 7.0
15 48 9.0
15 14 2.0
17 24 8.0
17 15 3.0
18 20 17.0
18 17 15.0
21 26 16.0
21 18 24.0
22 57 11.0
22 25 46.0
42 44 25.0
27 28 49.0
27 21 20.0
28 47 38.0
29 63 57.0
29 32 13.0
29 27 12.0
63 64 60.0
30 51 10.0
30 29 19.0
31 33 63.0
31 70 54.0
31 44 37.0
33 34 100.0
33 62 90.0
33 36 68.0
34 49 70.0
49 78 12.0
49 75 53.0
37 38 2.0
37 30 16.0
45 46 10.0
45 37 19.0
75 76 54.0
75 77 87.0
50 71 17.0
52 53 44.0
52 45 1.0
53 55 14.0
56 59 52.0
56 60 16.0
65 66 22.0
65 67 14.0
65 52 7.0
68 69 82.0
68 71 92.0
68 72 55.0
68 75 84.0
69 72 19.0
79 65 9.0
