[26, 52, 3]
0 75 40.0
0 29 18.0
0 10 72.0
29 55 56.0
1 24 2.0
1 0 65.0
2 59 6.0
2 1 5.0
3 63 43.0
3 25 71.0
3 30 10.0
3 26 36.0
3 2 54.0
26 27 6.0
26 39 42.0
4 21 7.0
4 3 13.0
5 54 2.0
5 4 10.0
6 26 6.0
7 11 2.0
7 5 2.0
8 31 1.0
8 7 4.0
9 67 5.0
9 8 1.0
12 17 6.0
12 9 4.0
13 58 8.0
13 12 4.0
14 36 5.0
14 13 8.0
15 66 11.0
15 14 4.0
16 74 4.0
16 15 9.0
18 19 4.0
18 16 19.0
20 22 4.0
20 64 8.0
20 18 20.0
23 42 20.0
23 20 12.0
42 61 66.0
42 43 66.0
28 29 5.0
28 32 47.0
33 76 24.0
33 61 47.0
34 71 13.0
34 23 15.0
35 49 48.0
35 34 7.0
37 38 1.0
37 35 3.0
40 77 42.0
41 56 9.0
41 37 26.0
43 70 20.0
44 45 20.0
44 41 15.0
46 47 1.0
46 44 2.0
48 49 34.0
48 57 4.0
50 51 20.0
51 77 72.0
51 52 9.0
52 78 30.0
52 53 72.0
52 57 15.0
53 60 40.0
62 65 2.0
62 46 3.0
68 69 8.0
68 70 32.0
72 79 37.0
72 62 6.0
73 79 57.0
