[46, 77, 53]
0 34 2.0
1 54 7.0
1 0 3.0
2 60 1.0
2 1 4.0
3 50 8.0
3 2 2.0
4 71 43.0
4 17 9.0
4 3 47.0
5 21 32.0
5 12 10.0
5 4 19.0
6 28 34.0
6 7 33.0
6 5 31.0
8 46 44.0
8 32 33.0
8 6 45.0
46 57 93.0
46 78 85.0
9 29 19.0
9 56 36.0
9 8 35.0
10 65 37.0
10 9 25.0
65 66 28.0
11 77 34.0
77 79 78.0
13 52 17.0
13 10 12.0
14 47 11.0
14 13 2.0
15 26 26.0
15 14 1.0
16 73 7.0
16 15 12.0
18 22 5.0
18 16 3.0
19 25 5.0
19 18 8.0
20 22 31.0
23 75 25.0
23 19 16.0
24 29 31.0
27 35 1.0
27 23 17.0
30 48 10.0
30 27 23.0
31 49 1.0
31 30 8.0
33 36 14.0
33 31 9.0
37 67 9.0
37 33 1.0
38 39 18.0
38 40 14.0
38 37 12.0
41 42 2.0
41 38 39.0
43 44 59.0
44 45 33.0
44 46 25.0
45 76 73.0
45 55 13.0
57 59 48.0
51 53 65.0
53 61 29.0
53 57 88.0
53 58 37.0
61 62 11.0
62 63 74.0
62 64 39.0
68 69 18.0
68 41 24.0
70 72 11.0
70 68 4.0
74 77 67.0
74 78 39.0
