[67, 30, 41]
0 62 25.0
1 67 27.0
1 0 1.0
67 68 85.0
67 69 99.0
2 6 7.0
2 21 11.0
2 1 14.0
3 16 21.0
3 2 19.0
4 32 21.0
4 3 4.0
5 49 9.0
5 4 16.0
7 20 5.0
7 5 7.0
8 22 10.0
8 7 2.0
22 28 34.0
9 70 6.0
9 8 8.0
10 44 2.0
10 9 11.0
11 34 8.0
11 10 15.0
12 78 17.0
12 11 3.0
13 60 12.0
13 14 29.0
13 12 16.0
15 63 22.0
15 13 17.0
17 73 4.0
17 57 38.0
17 15 11.0
73 74 54.0
18 61 13.0
18 17 29.0
19 33 9.0
19 18 1.0
23 29 16.0
23 19 17.0
24 61 58.0
24 42 23.0
24 43 1.0
25 26 46.0
25 35 54.0
25 23 33.0
27 54 3.0
27 25 37.0
30 31 55.0
30 36 1.0
30 37 52.0
30 64 51.0
30 27 83.0
31 48 17.0
38 65 17.0
38 30 89.0
39 40 2.0
39 38 7.0
41 58 88.0
41 52 12.0
41 45 21.0
41 74 8.0
45 55 44.0
74 75 70.0
46 65 23.0
47 49 18.0
47 50 39.0
51 53 23.0
51 55 46.0
53 56 30.0
53 59 54.0
66 67 43.0
71 72 2.0
71 39 4.0
76 77 6.0
76 71 3.0
79 76 42.0
