[56, 45, 75]
0 35 22.0
0 22 7.0
35 36 9.0
1 29 5.0
1 0 13.0
2 50 4.0
2 26 25.0
2 74 3.0
2 1 4.0
3 14 12.0
3 2 7.0
4 75 31.0
4 3 22.0
5 6 15.0
5 4 4.0
6 48 26.0
7 44 5.0
7 5 14.0
8 51 8.0
8 20 3.0
8 7 21.0
20 52 27.0
9 59 9.0
9 8 41.0
10 17 1.0
10 27 29.0
10 54 79.0
10 9 57.0
11 61 12.0
11 10 74.0
12 58 1.0
12 11 15.0
13 66 1.0
13 12 4.0
15 16 16.0
15 18 35.0
15 13 4.0
19 60 5.0
19 62 46.0
19 15 39.0
21 34 1.0
21 19 37.0
23 24 23.0
23 21 28.0
25 28 20.0
25 64 39.0
25 23 34.0
30 67 30.0
30 31 21.0
30 25 14.0
32 33 7.0
32 30 49.0
36 37 44.0
37 38 31.0
39 40 6.0
39 32 8.0
41 42 1.0
41 39 18.0
43 45 59.0
45 53 89.0
45 46 10.0
45 57 42.0
46 49 30.0
47 55 5.0
47 41 14.0
56 57 32.0
56 63 13.0
56 78 97.0
56 75 72.0
65 68 65.0
65 69 72.0
65 70 53.0
65 47 19.0
71 72 29.0
71 75 10.0
72 76 36.0
73 75 2.0
77 79 3.0
77 65 46.0
