[38, 71, 33]
0 73 11.0
1 67 10.0
1 27 37.0
1 0 35.0
2 70 20.0
2 1 1.0
3 56 6.0
3 2 16.0
4 23 7.0
4 3 10.0
5 35 14.0
5 4 6.0
6 7 4.0
6 5 3.0
8 32 10.0
8 37 24.0
8 6 32.0
9 40 5.0
9 8 18.0
10 49 34.0
10 11 26.0
10 9 16.0
12 13 5.0
12 10 58.0
14 42 14.0
14 12 9.0
15 47 1.0
15 14 19.0
16 75 1.0
16 15 4.0
17 18 14.0
17 16 12.0
19 20 17.0
19 17 20.0
21 47 49.0
22 77 9.0
22 19 3.0
24 25 16.0
24 22 2.0
26 43 4.0
26 24 1.0
28 29 16.0
28 26 2.0
30 65 59.0
30 28 1.0
65 74 1.0
31 33 70.0
31 30 19.0
33 34 2.0
33 38 28.0
33 59 5.0
38 51 12.0
38 41 47.0
38 48 4.0
36 44 2.0
36 31 25.0
39 45 1.0
39 36 12.0
46 50 77.0
46 52 4.0
46 53 78.0
46 39 22.0
54 63 14.0
54 46 1.0
55 57 4.0
55 58 15.0
55 54 33.0
58 68 13.0
60 61 18.0
60 55 40.0
62 64 7.0
62 60 4.0
66 68 23.0
69 76 6.0
69 62 7.0
71 72 94.0
71 78 71.0
71 79 27.0
71 69 74.0
