[12, 22, 40]
0 17 1.0
1 31 14.0
1 67 36.0
1 0 32.0
2 42 19.0
2 1 31.0
3 4 8.0
3 2 20.0
4 26 27.0
5 14 3.0
5 3 29.0
6 27 41.0
6 5 5.0
27 63 27.0
7 65 9.0
7 6 4.0
8 23 18.0
8 7 22.0
9 35 26.0
9 8 18.0
10 68 12.0
10 9 27.0
11 60 2.0
11 10 11.0
12 51 3.0
12 18 12.0
12 59 98.0
12 62 57.0
12 11 30.0
13 69 1.0
13 12 98.0
15 16 29.0
15 13 23.0
16 24 32.0
19 44 14.0
19 15 10.0
20 70 19.0
20 19 18.0
21 22 14.0
21 20 19.0
22 30 90.0
22 25 100.0
22 41 72.0
28 40 75.0
40 43 85.0
40 45 86.0
40 65 33.0
29 61 26.0
29 21 8.0
32 43 36.0
33 34 7.0
33 29 1.0
36 64 1.0
36 33 23.0
37 38 1.0
37 36 14.0
39 72 1.0
39 37 6.0
46 65 56.0
47 48 8.0
47 39 1.0
49 50 29.0
49 73 35.0
49 47 8.0
52 53 3.0
52 49 13.0
54 55 28.0
54 52 27.0
56 57 13.0
56 54 24.0
58 74 19.0
58 66 9.0
58 56 25.0
71 75 19.0
71 58 5.0
75 76 9.0
77 78 7.0
77 71 4.0
78 79 16.0
