[74, 27, 2]
0 16 7.0
1 18 6.0
1 0 1.0
2 40 94.0
2 63 77.0
2 7 19.0
2 45 37.0
2 1 58.0
3 70 1.0
3 2 97.0
4 62 5.0
4 3 6.0
5 68 2.0
5 4 1.0
6 28 18.0
6 5 3.0
8 9 8.0
8 6 4.0
9 54 22.0
10 38 20.0
10 8 24.0
11 59 5.0
11 10 1.0
12 13 9.0
12 11 1.0
14 78 8.0
15 39 2.0
15 12 3.0
17 19 19.0
17 15 1.0
20 41 57.0
20 29 17.0
20 17 1.0
21 50 9.0
21 20 37.0
22 23 17.0
22 21 11.0
24 35 8.0
24 22 3.0
25 32 1.0
25 24 1.0
26 52 14.0
26 65 1.0
26 25 5.0
27 66 98.0
27 38 24.0
27 75 4.0
27 53 93.0
30 31 20.0
30 26 40.0
33 34 40.0
33 35 7.0
36 37 1.0
36 30 4.0
42 43 29.0
42 36 29.0
44 46 26.0
44 42 13.0
47 48 46.0
47 49 23.0
47 44 29.0
48 71 8.0
51 53 23.0
51 78 20.0
55 67 20.0
55 47 33.0
67 74 74.0
56 57 24.0
56 55 5.0
57 76 14.0
58 60 25.0
58 56 1.0
61 63 35.0
64 65 6.0
74 77 62.0
74 79 63.0
69 72 13.0
69 58 1.0
73 74 91.0
