[65, 62, 54]
0 1 47.0
0 9 32.0
9 45 45.0
2 70 20.0
2 64 39.0
2 0 1.0
3 4 12.0
3 42 14.0
3 2 22.0
5 71 13.0
5 3 12.0
6 37 17.0
6 13 42.0
6 5 50.0
7 34 43.0
7 6 11.0
8 78 12.0
8 7 1.0
10 77 2.0
10 8 1.0
11 33 43.0
11 10 10.0
12 63 20.0
12 11 18.0
14 40 54.0
14 15 2.0
14 12 32.0
40 41 43.0
40 47 64.0
16 21 35.0
16 14 12.0
21 32 36.0
17 44 61.0
17 56 52.0
17 18 22.0
17 16 5.0
56 74 21.0
18 19 11.0
20 21 5.0
20 22 14.0
20 23 63.0
23 48 35.0
48 49 12.0
24 25 26.0
24 17 19.0
26 43 2.0
26 24 1.0
27 33 20.0
28 46 9.0
28 26 5.0
29 30 58.0
29 31 19.0
30 35 26.0
31 34 35.0
35 36 17.0
38 39 16.0
38 28 4.0
50 51 7.0
50 38 14.0
52 53 47.0
52 78 49.0
53 69 1.0
54 55 33.0
54 56 98.0
54 57 17.0
54 58 51.0
57 74 47.0
57 59 14.0
59 74 46.0
60 65 99.0
60 61 33.0
65 67 3.0
65 68 64.0
62 64 52.0
62 65 60.0
62 66 51.0
62 67 65.0
68 72 20.0
73 75 45.0
73 50 1.0
75 76 39.0
76 79 3.0
