[1, 11, 34]
0 59 15.0
0 31 37.0
1 13 30.0
1 44 37.0
1 33 97.0
1 67 51.0
1 0 79.0
13 14 25.0
2 38 3.0
2 1 21.0
3 35 2.0
3 5 42.0
3 2 7.0
4 5 29.0
6 75 7.0
6 7 15.0
6 3 12.0
8 51 20.0
8 6 33.0
9 28 28.0
9 53 24.0
9 8 1.0
10 36 20.0
10 11 25.0
11 68 19.0
11 12 50.0
11 13 54.0
15 27 12.0
15 9 45.0
27 58 35.0
16 34 76.0
34 37 87.0
34 40 11.0
34 41 42.0
17 77 46.0
17 43 8.0
17 15 12.0
18 64 9.0
18 17 27.0
19 20 15.0
20 36 19.0
21 66 15.0
21 18 19.0
22 23 8.0
22 21 20.0
23 69 11.0
69 70 4.0
24 56 7.0
24 22 16.0
25 57 6.0
25 24 28.0
26 39 12.0
26 25 1.0
29 30 30.0
29 26 9.0
30 32 36.0
40 59 52.0
40 49 83.0
49 50 14.0
42 55 44.0
42 45 63.0
42 62 59.0
42 29 49.0
46 65 19.0
46 42 50.0
47 58 42.0
47 48 36.0
52 54 5.0
52 55 34.0
60 61 13.0
61 63 55.0
61 65 69.0
71 72 3.0
71 46 19.0
73 74 1.0
73 71 18.0
76 78 9.0
76 73 9.0
79 76 1.0
