[2, 76, 40]
0 20 1.0
20 54 6.0
1 64 16.0
1 0 1.0
2 3 28.0
2 26 34.0
2 24 81.0
2 7 68.0
2 1 28.0
4 61 17.0
4 2 59.0
5 9 18.0
5 4 1.0
9 10 14.0
6 66 48.0
6 8 1.0
6 5 40.0
8 63 10.0
11 27 39.0
11 6 16.0
27 28 24.0
27 29 46.0
12 13 1.0
12 11 4.0
14 53 9.0
14 12 7.0
15 73 16.0
15 14 7.0
16 17 14.0
16 15 25.0
18 52 1.0
18 16 8.0
19 31 5.0
19 18 4.0
21 65 24.0
21 22 57.0
21 44 55.0
21 19 34.0
23 34 5.0
23 21 61.0
25 75 2.0
25 23 16.0
30 67 7.0
30 25 8.0
32 33 2.0
32 30 16.0
35 36 38.0
35 37 48.0
35 55 41.0
35 32 57.0
38 68 47.0
38 49 24.0
38 35 21.0
39 40 52.0
40 45 74.0
40 41 40.0
40 55 48.0
42 68 51.0
43 46 5.0
43 38 6.0
47 48 4.0
47 43 5.0
50 51 9.0
50 47 2.0
56 69 13.0
56 50 9.0
57 58 2.0
57 56 6.0
59 60 13.0
59 57 1.0
62 70 46.0
62 71 28.0
62 72 49.0
62 59 11.0
74 76 66.0
74 62 38.0
76 77 56.0
76 78 15.0
76 79 55.0
