[10, 15, 69]
0 45 43.0
1 2 36.0
1 52 2.0
1 0 6.0
3 36 36.0
3 1 7.0
4 26 5.0
4 3 4.0
5 51 5.0
5 76 16.0
5 4 50.0
6 22 25.0
6 7 80.0
6 77 70.0
6 5 49.0
7 78 20.0
8 18 66.0
8 41 6.0
8 23 19.0
8 6 68.0
23 25 16.0
9 42 25.0
9 8 16.0
10 78 85.0
10 24 16.0
10 11 98.0
10 28 62.0
12 64 18.0
12 68 14.0
12 35 13.0
12 9 59.0
13 69 50.0
13 66 12.0
13 12 71.0
69 70 9.0
69 72 5.0
69 73 15.0
14 68 43.0
15 29 95.0
15 36 93.0
15 31 83.0
15 67 24.0
16 17 12.0
16 13 37.0
19 63 1.0
19 16 4.0
20 79 37.0
20 19 9.0
21 56 9.0
21 20 1.0
27 30 5.0
27 21 24.0
32 45 52.0
33 72 9.0
34 42 45.0
34 37 59.0
34 39 68.0
37 39 31.0
39 40 4.0
38 43 41.0
38 51 35.0
43 44 30.0
44 46 31.0
47 48 16.0
47 27 16.0
49 57 54.0
49 50 41.0
49 71 32.0
49 47 62.0
57 58 37.0
53 54 24.0
53 49 37.0
55 57 57.0
59 60 23.0
60 79 27.0
61 62 12.0
62 64 41.0
65 68 64.0
74 75 18.0
74 53 19.0
