[1, 5, 72]
0 51 51.0
0 63 50.0
1 74 96.0
1 3 68.0
1 54 20.0
1 6 92.0
1 0 21.0
2 61 29.0
2 1 61.0
4 25 1.0
4 2 5.0
5 7 48.0
5 28 24.0
5 15 92.0
5 75 88.0
7 16 4.0
7 61 27.0
16 33 51.0
8 76 5.0
8 4 6.0
9 46 15.0
9 8 4.0
10 29 32.0
10 9 4.0
29 30 6.0
29 31 63.0
11 23 19.0
11 10 1.0
12 13 17.0
13 51 41.0
13 70 19.0
14 15 9.0
17 19 14.0
17 11 1.0
18 20 1.0
18 17 13.0
21 35 13.0
21 18 8.0
35 36 27.0
22 24 10.0
24 25 2.0
26 27 12.0
26 21 1.0
30 31 25.0
32 50 10.0
32 26 12.0
34 42 1.0
34 32 8.0
36 37 12.0
37 38 4.0
38 39 15.0
39 40 3.0
40 41 26.0
43 78 26.0
43 44 21.0
43 34 54.0
45 72 72.0
45 43 55.0
47 77 19.0
47 48 47.0
47 45 2.0
49 73 36.0
49 52 40.0
52 53 33.0
52 64 44.0
53 54 53.0
55 68 16.0
55 56 22.0
56 64 12.0
57 58 25.0
57 47 14.0
58 65 2.0
58 59 3.0
60 61 19.0
62 66 3.0
62 57 21.0
66 67 55.0
66 69 10.0
71 79 15.0
71 62 5.0
