[39, 35, 66]
0 73 6.0
1 10 9.0
1 0 14.0
2 34 4.0
2 1 6.0
3 22 3.0
3 2 1.0
4 67 18.0
4 3 12.0
5 59 2.0
5 4 14.0
6 23 9.0
6 5 1.0
7 76 7.0
7 6 9.0
8 37 5.0
8 7 8.0
9 64 2.0
9 8 12.0
11 15 3.0
11 9 11.0
12 31 7.0
12 11 9.0
13 68 18.0
13 12 14.0
14 16 41.0
14 13 9.0
16 17 48.0
17 18 23.0
18 19 12.0
20 39 45.0
20 14 12.0
39 40 2.0
39 41 64.0
21 42 44.0
21 27 44.0
21 45 3.0
21 20 68.0
27 36 24.0
24 25 9.0
24 21 35.0
26 70 2.0
26 24 9.0
28 71 13.0
28 26 3.0
29 50 1.0
29 28 1.0
30 32 7.0
30 29 11.0
33 35 84.0
35 36 71.0
35 72 50.0
35 52 83.0
38 39 16.0
43 48 7.0
43 30 3.0
44 74 11.0
44 43 1.0
46 77 25.0
46 44 2.0
47 63 3.0
47 46 6.0
49 51 4.0
49 47 10.0
53 54 20.0
53 49 13.0
55 61 17.0
55 53 4.0
56 57 6.0
56 55 13.0
58 60 19.0
58 56 14.0
62 65 3.0
62 58 4.0
66 69 98.0
66 75 98.0
66 77 33.0
66 78 73.0
79 62 10.0
