[77, 27, 37]
0 23 6.0
1 78 1.0
1 0 5.0
2 29 18.0
2 1 15.0
3 27 49.0
3 2 18.0
27 54 61.0
27 73 86.0
4 16 8.0
4 48 19.0
4 13 19.0
4 3 4.0
5 68 13.0
5 4 16.0
6 21 12.0
6 5 10.0
7 8 18.0
7 6 9.0
9 60 12.0
9 7 1.0
10 22 9.0
10 9 1.0
11 39 9.0
11 10 2.0
12 65 5.0
12 11 1.0
14 52 13.0
14 12 5.0
15 69 27.0
15 14 11.0
17 53 5.0
17 56 47.0
17 15 46.0
56 57 9.0
18 74 14.0
18 17 23.0
19 64 9.0
19 18 14.0
64 71 12.0
20 24 1.0
20 19 1.0
25 51 3.0
25 20 1.0
26 27 41.0
28 30 1.0
28 25 4.0
31 75 2.0
31 28 2.0
32 63 16.0
32 31 13.0
33 34 7.0
33 32 9.0
35 36 8.0
35 33 4.0
37 79 12.0
37 38 45.0
37 40 13.0
37 42 79.0
37 35 18.0
41 55 1.0
41 37 42.0
43 44 1.0
43 41 8.0
45 46 4.0
45 43 4.0
47 49 28.0
47 50 4.0
47 45 43.0
50 76 18.0
76 77 57.0
58 59 15.0
58 47 60.0
61 67 15.0
61 58 5.0
62 64 38.0
66 69 39.0
70 71 6.0
72 77 31.0
